# COMSOL wave_based_room listening point golden
# table,tbl1
# expression,pate.p_t and pate.p_t/(1[m/s]*pate.Z)
# pressure_unit,Pa
# normalized_unit,1
# receiver_point_ids,122,121,53,35
# receiver_coordinate_unit,m
# receiver_coordinate,122,1.2,1.3125,1
# receiver_coordinate,121,0.20000000000000001,0.875,1
# receiver_coordinate,53,-0.80000000000000004,0.4375,1
# receiver_coordinate,35,-1.8,0,1
time,p122,p121,p53,p35,pn122,pn121,pn53,pn35
0.018838187911391229,0.12224886903420332,-3.1471284384567557,1.8527444164573181,0.39776581336480493,0.00029700891407726757,-0.0076460846415373077,0.0045013226833268182,0.00096638924529835997
0.01884056317149858,0.044959808903616165,-3.113751952049062,1.8715896874027469,0.40067386274876238,0.00010923180005737651,-0.0075649950244146315,0.0045471080840688701,0.00097345447703780954
0.018842938431605932,-0.031962770122929508,-3.0801620409411918,1.890101216441997,0.40351378727799458,-7.7654932271451686e-05,-0.0074833868827531387,0.0045920826444169026,0.00098035419649658562
0.018845313691713283,-0.10850516257616967,-3.0463649750562452,1.908274752967563,0.40628445259551998,-0.00026361798487893509,-0.0074012754496021512,0.0046362360373361595,0.00098708564770534505
0.018847688951820634,-0.18465377585425241,-3.0123670286285553,1.9261061097487995,0.40898474024070902,-0.00044862433395105063,-0.0073186759684853147,0.0046795580897687067,0.00099364611331561963
0.018850064211927985,-0.26039513299609263,-2.9781744789668165,1.9435911639530741,0.41161354794222144,-0.00063264123662801902,-0.0072356036903955707,0.0047220387851143689,0.0010000329153115196
0.018852439472035337,-0.33571587542493631,-2.9437936052216687,1.9607258581541691,0.4141697899072504,-0.00081563623766991338,-0.0071520738708009454,0.0047636682656806836,0.0010062434157124647
0.018854814732142688,-0.41060276566149417,-2.9092306871579958,1.9775062013276721,0.41665239710700563,-0.00099757717604833382,-0.0070681017666617985,0.0048044368351012447,0.0010122750172667776
0.018857189992250039,-0.48504269000601852,-2.8744920039321871,1.9939282698331082,0.41906031755836876,-0.0011784321914626301,-0.0069837026334601251,0.0048443349607218376,0.0010181251641359786
0.01885956525235739,-0.55902266118870014,-2.8395838328746303,2.0099882083825662,0.42139251660165289,-0.0013581697307791551,-0.0068988917222415711,0.0048833532759537572,0.0010237913425696135
0.018861940512464741,-0.63252982098777577,-2.8045124482776784,2.0256822309955762,0.42364797717440017,-0.0015367585543920694,-0.0068136842766707449,0.0049214825825937229,0.0010292710815704572
0.018864315772572093,-0.70555144281473547,-2.7692841201893486,2.0410066219399865,0.4258257000811525,-0.0017141677425042165,-0.0067280955301004591,0.0049587138531097825,0.0010345619535499333
0.018866691032679444,-0.77807493426604368,-2.7339051132129981,2.055957736658621,0.4279247042591301,-0.0018903667013266368,-0.0066421407026554871,0.0049950382328926655,0.0010396615749735912
0.018869066292786795,-0.85008783964077683,-2.6983816853132248,2.0705320026814573,0.42994402703975459,-0.0020653251691952791,-0.0065558349983314505,0.0050304470424719569,0.0010445676069964884
0.018871441552894146,-0.92157784242360696,-2.6627200866282412,2.084725920523109,0.43188272440595371,-0.0022390132226035157,-0.0064691936021094298,0.005064931779696572,0.001049277756088323
0.018873816813001498,-0.99253276773255938,-2.6269265582889578,2.0985360645653794,0.43373987124518659,-0.0024114012821490755,-0.0063822316770868756,0.0050984841218789595,0.0010537897746481697
0.018876192073108849,-1.0629405847309836,-2.5910073312450215,2.1119590839246576,0.43551456159812613,-0.0025824601183940324,-0.0062949643616254172,0.0051310959279024723,0.0010581014616086641
0.0188785673332162,-1.1327894090031914,-2.554968625098037,2.1249917033039281,0.43720590890294164,-0.0027521608576365196,-0.0062074067665161253,0.0051627592402913704,0.0010622106630294988
0.018880942593323551,-1.202067504893213,-2.5188166469422169,2.1376307238291914,0.4388130462351208,-0.0029204749875928406,-0.0061195739721628204,0.0051934662872429342,0.0010661152726800798
0.018883317853430902,-1.2707632878061486,-2.4825575902126857,2.1498730238700605,0.44033512654277157,-0.0030873743629886994,-0.00603148102578398,0.0052232094846211387,0.0010698132326112041
0.018885693113538254,-1.33886532647159,-2.4461976335416726,2.1617155598443305,0.44177132287735044,-0.0032528312110582849,-0.005943142938633802,0.0052519814379113957,0.0010733025337156231
0.018888068373645605,-1.4063623451685987,-2.4097429396228098,2.173155367006304,0.44312082861975732,-0.0034168181369499486,-0.0058545746832429791,0.0052797749441358217,0.0010765812162773503
0.018890443633752956,-1.4732432259117438,-2.3731996540837712,2.1841895602186825,0.44438285770174391,-0.0035793081290372789,-0.005765791190679717,0.0053065829937285775,0.001079647370509582
0.018892818893860307,-1.5394970105977002,-2.3365739043674667,2.1948153347077985,0.44555664482258045,-0.0037402745641343547,-0.0056768073478315525,0.005332398772370745,0.0010824991370810993
0.018895194153967659,-1.6051129031119384,-2.2998717986220174,2.2050299668020039,0.44664144566092751,-0.0038996912126140395,-0.0055876379947084973,0.0053572156627842661,0.0010851347076310193
0.01889756941407501,-1.6700802713950214,-2.2630994245997123,2.2148308146530225,0.4476365370818628,-0.0040575322434281379,-0.0054982979217680092,0.0053810272464845064,0.0010875523252717755
0.018899944674182361,-1.7343886494680572,-2.2262628485651801,2.2242153189400633,0.44854121733900865,-0.0042137722290283217,-0.0054088018672623422,0.0054038273054909224,0.001089750285080196
0.018902319934289712,-1.798027739416858,-2.1893681142129657,2.2331810035565112,0.44935480627171343,-0.0043683861501867304,-0.0053191645146087605,0.0054256098239954115,0.0010917269345765634
0.018904695194397064,-1.8609874133343605,-2.152421241594737,2.2417254762790235,0.45007664549723497,-0.0045213494007151616,-0.005229400489783132,0.0054463689899879103,0.0010934806741915331
0.018907070454504415,-1.9232577152208847,-2.1154282260563084,2.2498464294188318,0.45070609859788208,-0.0046726377920818388,-0.0051395243587373874,0.0054660991968387557,0.0010950099577208021
0.018909445714611766,-1.9848288628418187,-2.0783950371846927,2.2575416404550883,0.45124255130306296,-0.00482222755792473,-0.0050495506248413339,0.0054847950448374356,0.0010963132927674028
0.018911820974719117,-2.0456912495423056,-2.0413276177653787,2.2648089726500826,0.4516854116661993,-0.0049700953584604123,-0.0049594937263493172,0.0055024513426872763,0.0010973892411715242
0.018914196234826468,-2.1058354460185691,-2.0042318827500205,2.271646375646156,0.45203411023645862,-0.0051162182847875829,-0.0048693680338921788,0.0055190631089556755,0.0010982364194277422
0.01891657149493382,-2.165252202045461,-1.9671137182347433,2.278051886044151,0.45228810022526272,-0.005260573863084211,-0.0047791878479950039,0.0055346255734794736,0.0010988534990895597
0.018918946755041171,-2.2239324481598839,-1.9299789804492407,2.2840236279632471,0.45244685766753096,-0.0054031400586974834,-0.0046889673966210906,0.0055491341787250901,0.001099239207161154
0.018921322015148522,-2.2818672972997129,-1.8928334947568548,2.2895598135820068,0.45250988157761629,-0.0055438952801256398,-0.004598720832742602,0.00556258458110303,0.0010993923264762302
0.018923697275255873,-2.3390480463978838,-1.8556830546658236,2.2946587436605057,0.45247669409989544,-0.0056828183828908745,-0.0045084622319383474,0.0055749726522364091,0.001099311696063886
0.018926072535363225,-2.3954661779312896,-1.8185334208518669,2.2993188080433744,0.4523468406539729,-0.0058198886733024533,-0.0044182055900191131,0.0055862944801831254,0.001098996211501392
0.018928447795470576,-2.4511133614241847,-1.7813903201922905,2.3035384861436325,0.45211989007446307,-0.0059550859121092932,-0.0043279648206809782,0.0055965463706113524,0.0010984448252537977
0.018930823055577927,-2.5059814549057626,-1.7442594448117792,2.3073163474071636,0.45179543474531608,-0.0060883903180412122,-0.0042377537531870244,0.0056057248479279972,0.0010976565470002821
0.018933198315685278,-2.5600625063216191,-1.707146451140046,2.3106510517576964,0.45137309072864795,-0.0062197825712381419,-0.0041475861300778573,0.0056138266563598074,0.0010966304439471526
0.01893557357579263,-2.613348754898805,-1.6700569589815051,2.3135413500221764,0.4508524978880451,-0.0063492438165665818,-0.0040574756049113342,0.0056208487609868234,0.0010953656411274177
0.018937948835899981,-2.6658326324641948,-1.6329965505971247,2.3159860843363829,0.4502333200063105,-0.0064767556668226317,-0.0039674357400318874,0.0056267883487278502,0.0010938613216868575
0.018940324096007332,-2.7175067647159046,-1.5959707697986232,2.3179841885306924,0.44951524489761852,-0.0066023002058209542,-0.003877480004369833,0.0056316428292776787,0.0010921167271565077
0.018942699356114683,-2.7683639724475095,-1.5589851210551597,2.319534688495855,0.44869798451405163,-0.0067258599913690717,-0.0037876217712710398,0.0056354098359957605,0.0010901311577114958
0.018945074616222034,-2.8183972727248143,-1.5220450686126721,2.3206367025286858,0.44778127504648735,-0.0068474180581263719,-0.0036978743163573182,0.0056380872267460785,0.0010879039724161501
0.018947449876329386,-2.8675998800149527,-1.4851560356260027,2.3212894416575551,0.44676487701980977,-0.0069669579203473098,-0.0036082508154178885,0.0056396730846879385,0.0010854345894553202
0.018949825136436737,-2.9159652072676066,-1.4483234033039702,2.3214922099475848,0.44564857538242142,-0.0070844635745082769,-0.0035187643423322894,0.0056401657190174566,0.00108272248635185
0.018952200396544088,-2.9634868669481227,-1.4115525100675095,2.3212444047854413,0.44443217959002623,-0.007199919501817597,-0.0034294278670250478,0.0056395636656594791,0.0010797672001701319
0.018954575656651439,-3.0101586720223632,-1.3748486507210307,2.320545517143648,0.44311552368366597,-0.0073133106706082685,-0.003340254253452456,0.0056378656879097376,0.0010765683277056998
0.018956950916758791,-3.0559746368930836,-1.3382170756371201,2.3193951318243169,0.44169846636198323,-0.0074246225386129343,-0.0032512562576217691,0.0056350707770270094,0.0010731255256607951
0.018959326176866142,-3.1009289782876954,-1.3016629899547199,2.317792927682226,0.4401808910476942,-0.0075338410551207373,-0.0031624465256431485,0.0056311781527750883,0.0010694385108058655
0.018961701436973493,-3.1450161160972474,-1.2651915527909057,2.3157386778271492,0.43856270594824887,-0.0076409526630156653,-0.0030738375918146397,0.0056261872639143569,0.001065507060126941
0.018964076697080844,-3.1882306741664914,-1.2288078764663879,2.3132322498053899,0.43684384411066302,-0.0077459443006960439,-0.0029854418767404954,0.0056200977886428326,0.001061331010958851
0.018966451957188196,-3.2305674810348988,-1.1925170257448516,2.3102736057604241,0.43502426347050394,-0.0078488034038748759,-0.0028972716854831189,0.0056129096349864533,0.0010569102611042371
0.018968827217295547,-3.2720215706285218,-1.1563240170862517,2.3068628025726068,0.43310394689501508,-0.0079495179072607437,-0.0028093392057489111,0.0056046229411385014,0.0010522447689383263
0.018971202477402898,-3.3125881829025881,-1.1202338179141731,2.3029999919778752,0.43108290222036649,-0.0080480762461190188,-0.0027216565061082922,0.0055952380757479971,0.0010473345534994327
0.018973577737510249,-3.3522627644347462,-1.0842513458973602,2.2986854206653966,0.42896116228301706,-0.0081444673577131844,-0.0026342355342501463,0.0055847556381569408,0.0010421796945651533
0.0189759529976176,-3.3910409689688854,-1.0483814682455235,2.2939194303541108,0.42673878494517892,-0.0082386806826260581,-0.0025470881152709515,0.0055731764585862757,0.0010367803327142346
0.018978328257724952,-3.4289186579094539,-1.0126290010195191,2.2887024578481308,0.42441585311437302,-0.0083307061659607731,-0.0024602259499988317,0.0055605015982704833,0.0010311366693740841
0.018980703517832303,-3.4658919007662456,-0.97699870845599213,2.2830350350709443,0.4219924747570678,-0.008420534258421394,-0.0023736606133527506,0.0055467323495406815,0.0010252489668539063
0.018983078777939654,-3.5019569755495965,-0.94149530230658707,2.2769177890784063,0.41946878290639555,-0.0085081559172730734,-0.0022874035527370921,0.0055318702358561865,0.001019117548363449
0.018985454038047005,-3.5371103691159815,-0.9061234411918011,2.2703514420504747,0.41684493566393854,-0.0085935626071816859,-0.0022014660864718202,0.0055159170117844384,0.0010127427980173435
0.018987829298154357,-3.5713487774639816,-0.87088772996957065,2.2633368112616705,0.41412111619558117,-0.0086767463009329009,-0.0021158594022584322,0.0054988746629292288,0.0010061251608250272
0.018990204558261708,-3.6046691059806464,-0.83579271911866726,2.255874809030249,0.41129753272142677,-0.008757699480030726,-0.0020305945556818934,0.0054807454058072138,0.00099926514266624584
0.018992579818369059,-3.637068469638236,-0.80084290413698445,2.2479664426460579,0.40837441849977707,-0.0088364151351755012,-0.0019456824687487477,0.0054615316876726388,0.00099216331025213096
0.01899495507847641,-3.668544193141388,-0.76604272495478032,2.2396128142770868,0.40535203180517243,-0.0089128867666214487,-0.0018611339284615655,0.0054412361862902986,0.00098482029107184758
0.018997330338583761,-3.6990938110247442,-0.73139656536294995,2.230815120854682,0.402230655900498,-0.008987108384413859,-0.0017769595854299077,0.0054198618096566627,0.00097723677332482522
0.018999705598691113,-3.7287150677010841,-0.69690875245639139,2.2215746539374606,0.39901059900315405,-0.0090590745085060362,-0.001693169952517958,0.005397411695669244,0.0009694135058385668
0.019002080858798464,-3.7574059174600269,-0.66258355609252073,2.2118927995538904,0.39569219424529928,-0.0091287801687561405,-0.0016097754035289621,0.0053738892117441463,0.00096135129797205853
0.019004456118905815,-3.7851645244173948,-0.62842518836500205,2.2017710380235873,0.39227579962816916,-0.0091962209048041671,-0.0015267861719266329,0.0053492979543818941,0.00095305101950478419
0.019006831379013166,-3.8119892624152949,-0.59443780309273619,2.1912109437573086,0.38876179797047711,-0.009261392765829192,-0.0014442123495936254,0.0053236417486815088,0.00094451360051136331
0.019009206639120518,-3.8378787148730611,-0.56062549532416239,2.180214185035696,0.38515059685091013,-0.0093242923101872245,-0.0013620638856272167,0.0052969246478029542,0.00093574003122184196
0.019011581899227869,-3.86283167458914,-0.5269923008569174,2.1687825237667653,0.38144262854472288,-0.0093849166049298841,-0.0012803505851722969,0.0052691509323779528,0.00092673136186764563
0.01901395715933522,-3.8868471434940566,-0.49354219577289171,2.1569178152222044,0.37763834995444701,-0.0094432632252042202,-0.0011990821082917681,0.0052403251098693017,0.00091748870251323383
0.019016332419442571,-3.9099243323546076,-0.46027909598872147,2.1446220077524876,0.37373824253472498,-0.0094993302535340326,-0.0011182679688744449,0.0052104519138787362,0.00090801322287348155
0.019018707679549923,-3.9320626604294189,-0.42720685682174947,2.1318971424808661,0.36974281221128397,-0.0095531162789830402,-0.0010379175335805382,0.0051795363034034658,0.00089830615211682215
0.019021082939657274,-3.9532617550760478,-0.39432927257148537,2.1187453529762759,0.36565258929406508,-0.0096046203962003116,-0.00095804002082479443,0.0051475834620414865,0.0008883687786541912
0.019023458199764625,-3.9735214513097912,-0.36165007611658895,2.1051688649052087,0.36146812838452363,-0.009653842204348376,-0.00087864449979734938,0.0051145987971457944,0.0008782024499138087
0.019025833459871976,-3.9928417913143965,-0.32917293852740181,2.0911699956626162,0.35719000827712089,-0.0097007818059144726,-0.00079973988952235621,0.0050805879389276398,0.00086780857210184861
0.019028208719979327,-4.0112230239048774,-0.29690146869404155,2.0767511539818937,0.35281883185502433,-0.0097454398054054366,-0.00072133495795442554,0.0050455567395089745,0.00085718860994903881
0.019030583980086679,-4.0286656039426472,-0.26483921297007745,2.0619148395240217,0.34835522598004071,-0.0097878173079267439,-0.000643438321112919,0.0050095112719242517,0.0008463440864432477
0.01903295924019403,-4.0451701917031793,-0.23298965483179393,2.0466636424459286,0.3437998413768007,-0.0098279159176462086,-0.00056605844225411552,0.0049724578290717414,0.00083527658254810668
0.019035334500301381,-4.0607376521964715,-0.20135621455305028,2.0310002429481573,0.33915335251122158,-0.0098657377361430314,-0.00048920363108126896,0.0049344029226145716,0.00082398773690772992
0.019037709760408732,-4.0753690544405003,-0.16994224889574047,2.0149274108019148,0.33441645746327253,-0.0099012853606426157,-0.00041288204299256675,0.004895353281831669,0.00081247924553759119
0.019040085020516084,-4.0890656706879973,-0.13875105081585073,1.9984480048555906,0.32958987779406845,-0.0099345618821379926,-0.00033710167836698435,0.0048553158524188306,0.00080075286150162411
0.019042460280623435,-4.1018289756067663,-0.10778584918511092,1.9815649725208342,0.32467435840732062,-0.0099655708833983631,-0.00026187038188802461,0.0048142977952401224,0.00078881039457560898
0.019044835540730786,-4.1136606454138436,-0.077049808528231081,1.9642813492382964,0.3196706674051743,-0.0099943164368655104,-0.00018719584190532334,0.0047723064850298752,0.00077665371089692496
0.019047210800838137,-4.1245625569638111,-0.046546028775711575,1.9466002579231194,0.31457959593846274,-0.010020803102438804,-0.00011308558983409033,0.0047293495090454801,0.00076428473260073556
0.019049586060945489,-4.1345367867915384,-0.016277545032210301,1.9285249083903033,0.30940195805140974,-0.01004503592514951,-3.9546999592347674e-05,0.0046854346656712911,0.00075170543744268654
0.01905196132105284,-4.1435856101097084,0.013752672639552403,1.9100585967600372,0.30413859052081565,-0.01006702043272524,3.3412712924082614e-05,0.0046405699629738515,0.00073891785840820136
0.019054336581160191,-4.1517114997614231,0.043541719419373764,1.8912047048431324,0.29879035268975862,-0.010086762633045246,0.00010578649032889642,0.0045947636172087771,0.00072592408330845147
0.019056711841267542,-4.1589171251282533,0.073086755914661114,1.8719666995066631,0.29335812629585067,-0.010104269011487496,0.00017756743419499786,0.0045480240512795513,0.000712726254363097
0.019059087101374893,-4.1652053509940812,0.10238500833006742,1.8523481320199444,0.28784281529408334,-0.010119546528168322,0.00024874880546663612,0.0045003598931485532,0.00069932656776988179
0.019061462361482245,-4.1705792363650787,0.13143376862170333,1.8323526373809831,0.28224534567430115,-0.010132602615075509,0.00031932402483407035,0.0044517799742006398,0.00068572727326117878
0.019063837621589596,-4.1750420332462284,0.16023039463596425,1.8119839336235279,0.27656666527334667,-0.010143445173095794,0.00038928667307085586,0.0044022933275595921,0.00067193067364758666
0.019066212881696947,-4.1785971853747403,0.1887723102330135,1.7912458211048679,0.27080774358191345,-0.010152082568937661,0.00045863049133385209,0.0043519091863577939,0.00065793912434867216
0.019068588141804298,-4.1812483269107883,0.21705700539496614,1.7701421817745133,0.26496957154615325,-0.01015852363195041,0.00052734938142605966,0.0043006369819594591,0.00064375503291096516
0.01907096340191165,-4.1829992810859373,0.24508203631882283,1.7486769784239198,0.25905316136407863,-0.01016277765084047,0.0005954374060224073,0.0042484863421378034,0.00062938085851331059
0.019073338662019001,-4.1838540588097191,0.27284502549420409,1.7268542539173974,0.25305954627680921,-0.010164854370286004,0.00066288878885861053,0.0041954670892065055,0.00061481911145969202
0.019075713922126352,-4.1838168572347394,0.30034366176594252,1.7046781304043745,0.24698978035470379,-0.010164763987450776,0.00072969791488324237,0.0041415892381058668,0.00060007235265963023
0.019078089182233703,-4.1828920582807996,0.3275757003815899,1.6821528085131701,0.24084493827842951,-0.010162517148398446,0.00079585933037315331,0.0040868629944440481,0.00058514319309628169
0.019080464442341055,-4.1810842271184274,0.35453896302390203,1.6592825665264466,0.23462611511501585,-0.01015812494440823,0.00086136774301239568,0.0040312987524937964,0.0005700342932823515
0.019082839702448406,-4.1783981106123109,0.3812313378283691,1.6360717595385161,0.22833442608894194,-0.010151598908193176,0.00092621802193481326,0.0039749070931450834,0.00055474836270394065
0.019085214962555757,-4.1748386357251039,0.40765077938585598,1.6125248185946728,0.22197100634831105,-0.010142951010022119,0.00099040519773045677,0.0039176987818140743,0.00053928815925245645
0.019087590222663108,-4.1704109078820375,0.43379530873043054,1.5886462498127352,0.21553701072616269,-0.010132193653746447,0.0010539244624160121,0.0038596847663088809,0.00052365648864471015
0.019089965482770459,-4.1651202092968669,0.45966301331245168,1.5644406334869807,0.20903361349697713,-0.010119339672732914,0.0011167711693694162,0.0038008761746525289,0.00050785620383133419
0.019092340742877811,-4.1589719972596306,0.48525204695699697,1.5399126231746676,0.20246200812842666,-0.010104402325703671,0.0011789408332288558,0.0037412843128636244,0.0004918902043936508
0.019094716002985162,-4.1519719023867125,0.51056062980771433,1.5150669447653287,0.19582340702842993,-0.010087395292484725,0.0012404291297563516,0.0036809206626951625,0.00047576143592913009
0.019097091263092513,-4.1441257268337477,0.53558704825617964,1.4899083955330454,0.18911904128756596,-0.01006833266966411,0.0013012318956661315,0.0036197968793319863,0.00045947288942557328
0.019099466523199864,-4.1354394424718572,0.56032965485685227,1.4644418431718969,0.18235016041690708,-0.010047228966160976,0.0013613451284180086,0.0035579247890473687,0.00044302760062416691
0.019101841783307216,-4.1259191890277842,0.58478686822771797,1.4386722248147943,0.17551803208132913,-0.010024099098706959,0.0014207649859759913,0.0034953163868192286,0.00042642864937154798
0.019104217043414567,-4.1155712721884186,0.60895717293671592,1.4126045460359078,0.16862394182836049,-0.0099989583872410574,0.0014794877865323517,0.0034319838339064816,0.00040967915896103133
0.019106592303521918,-4.1044021616703077,0.63283911937404647,1.386243879836903,0.16166919281263034,-0.0099718225502194065,0.0015375100081973919,0.0033679394553860621,0.00039278229546314467
0.019108967563629269,-4.0924184892546682,0.65643132361046219,1.3595953656172095,0.15465510551598027,-0.0099427076998412755,0.0015948282886551562,0.0033031957376511412,0.00037574126704562755
0.01911134282373662,-4.079627046788489,0.67973246724164349,1.332664208128532,0.14758301746330232,-0.0099116303371926361,0.0016514394247853343,0.0032377653258710694,0.00035855932328304746
0.019113718083843972,-4.0660347841522686,0.70274129721877054,1.3054556764138434,0.14045428293416723,-0.0098786073473087193,0.0017073403722516294,0.003171661021413614,0.00034123975445618862
0.019116093343951323,-4.0516488071950043,0.7254566256653957,1.2779751027310817,0.13327027267031119,-0.0098436559941569596,0.0017625282450568409,0.0031048957792300337,0.00032378589084137803
0.019118468604058674,-4.0364763756369655,0.74787732968073417,1.2502278814617926,0.12603237357904548,-0.0098067939155417044,0.001817000315064952,0.003037482705203578,0.00030620110198990646
0.019120843864166025,-4.0205249009409005,0.77000235112948712,1.2222194680049439,0.11874198843265854,-0.0097680391179322187,0.0018707540114904937,0.002969435053461963,0.00028848879599771272
0.019123219124273377,-4.0038019441522312,0.79183069641831272,1.1939553776561662,0.11140053556387856,-0.0097274099712153349,0.0019237869203554733,0.0029007662236544374,0.00027065241876549702
0.019125594384380728,-3.986315213708874,0.81336143625907209,1.1654411844726564,0.10400944855746641,-0.00968492520337433,0.0019760967839141694,0.0028314897581940149,0.0002526954532494325
0.019127969644488079,-3.9680725632212712,0.83459370541896893,1.1366825201239974,0.096570175938010289,-0.009640603895095412,0.0020276815000460861,0.0027616193394654942,0.00023462141870264893
0.01913034490459543,-3.9490819892232971,0.85552670245771267,1.1076850727291412,0.089084180853992959,-0.0095944654743034437,0.002078539121617378,0.0026911687869998571,0.00021643386990766026
0.019132720164702782,-3.9293516288946111,0.87615968945183331,1.0784545856798178,0.081552940758205225,-0.0095465297106283077,0.0021286678558110625,0.0026201520546156897,0.00019813639639991554
0.019135095424810133,-3.908889757755134,0.89649199170627947,1.0489968564506247,0.073977947084577958,-0.0094968167098035336,0.0021780660634263351,0.0025485832275282429,0.00017973262168264812
0.019137470684917484,-3.8877047873322685,0.91652299745343591,1.0193177353960587,0.066360704921508556,-0.0094453469079987095,0.0022267322581473177,0.0024764765194267707,0.00016122620243320837
0.019139845945024835,-3.8658052628015098,0.93625215753969537,0.98942312453476144,0.058702732681755652,-0.0093921410660872447,0.0022746651057815731,0.0024038462695208005,0.00014262082770105845
0.019142221205132186,-3.8431998606011022,0.95567898509972526,0.9593189763212383,0.051005561768979274,-0.0093372202638510749,0.0023218634234687206,0.0023307069395559726,0.0001239202180976173
0.019144596465239538,-3.8198973860213901,0.97480305521857147,0.9290112924053352,0.043270736241003117,-0.0092806058941238834,0.0023683261788595032,0.0022570731108001343,0.0001051281249781417
0.019146971725346889,-3.79590677076953,0.99362400458174127,0.89850612237973615,0.035499812469876491,-0.0092223196568744659,0.0024140524892656496,0.0021829594810003311,8.6248329615832097e-05
0.01914934698545424,-3.7712370705102414,1.0121415311134183,0.86780956251576846,0.02769435879881476,-0.0091623835532318801,0.0024590416207809001,0.0021083808613113911,6.7284642368354623e-05
0.019151722245561591,-3.7458974623832306,1.0303553936029475,0.83692775448779344,0.019855955196097827,-0.0091008198794539138,0.0025032929873735365,0.0020333521731967772,4.8240901836972375e-05
0.019154097505668943,-3.7198972424980172,1.0482654113197525,0.80586688408646567,0.011986192906006082,-0.0090376512208406642,0.0025468061499508078,0.0019578884453023949,2.9120974018479308e-05
0.019156472765776294,-3.6932458234067993,1.0658714636168312,0.77463317992115321,0.0040866740968753543,-0.008972900445594751,0.0025895808153956054,0.0018820048103040652,9.9287514501344855e-06
0.019158848025883645,-3.6659527315560627,1.0831734895229888,0.74323291211179965,-0.0038409884936478765,-0.0089065906986298907,0.0026316168355757746,0.0018057165017293481,-9.3318476522057263e-06
0.019161223285990996,-3.638027604717625,1.1001714873239634,0.71167239097053059,-0.011795171916068638,-0.0088387453953295073,0.0026729142063264418,0.0017290388507544476,-2.865688026255743e-05
0.019163598546098348,-3.6094801893997936,1.1168655141326056,0.67995796567329081,-0.019774243369140153,-0.0087693882152570304,0.0027134730664057478,0.0016519872829768971,-4.8042379419679674e-05
0.019165973806205699,-3.5803203382393542,1.1332556854482738,0.64809602292181534,-0.02777656056251154,-0.0086985430958196174,0.0027532936964243778,0.0015745773151647604,-6.7484355108142713e-05
0.01916834906631305,-3.5505580073750727,1.1493421747056038,0.61609298559623227,-0.035800472081841922,-0.0086262342258869602,0.0027923765177492806,0.0014968245519830718,-8.6978795145388544e-05
0.019170724326420401,-3.5202032538034236,1.1651252128128275,0.58395531139860091,-0.043844317756296651,-0.0085524860393669192,0.0028307220913819913,0.0014187446826982532,-0.00010652166607457885
0.019173099586527752,-3.4892662327172421,1.1806050876797989,0.55168949148768842,-0.051906429028339654,-0.0084773232087396559,0.0028683311168119507,0.001340353477861245,-0.00012610891406302153
0.019175474846635104,-3.4577571948280363,1.1957821437358993,0.51930204910529332,-0.059985129325736179,-0.0084007706385520811,0.0029052044308452364,0.0012616667859701005,-0.00014573646580596741
0.019177850106742455,-3.4256864836726284,1.2106567814379974,0.48679953819442595,-0.068078734435679314,-0.0083228534588742197,0.0029413430064091292,0.001182700530112794,-0.00016540022943556685
0.019180225366849806,-3.3930645329048832,1.225229456768627,0.45418854200965608,-0.076185552880952981,-0.0082435970187193473,0.0029767479513329131,0.0011034707045910013,-0.00018509609543477403
0.019182600626957157,-3.3599018635732105,1.239500680724565,0.42147567171993994,-0.084303886298044209,-0.0081630268794295694,0.0030114205071053576,0.0010239933715256073,-0.00020481993755598691
0.019184975887064509,-3.3262090813845795,1.2534710187959826,0.38866756500424504,-0.092432029817115791,-0.0080811688080286194,0.0030453620476092874,0.00094428465744471595,-0.00022456761374420748
0.01918735114717186,-3.2919968739557568,1.2671410904363438,0.35577088464028894,-0.10056827244375163,-0.0079980487705436278,0.0030785740778336832,0.00086436074985492945,-0.00024433496706450836
0.019189726407279211,-3.2572760080524943,1.2805115685232351,0.32279231708670897,-0.10871089744238507,-0.0079136929252976058,0.0031110582325637398,0.00078423789379666908,-0.00026411782663358864
0.019192101667386562,-3.2220573268173909,1.2935831788103012,0.28973857105898682,-0.11685818272132073,-0.0078281276161744195,0.0031428162750493228,0.00070393238838432177,-0.00028391200855520102
0.019194476927493914,-3.186351746987155,1.3063566993704738,0.25661637609944954,-0.12500840121926032,-0.0077413793658580058,0.0031738500956522689,0.00062346058333199604,-0.00030371331685923308
0.019196852187601265,-3.1501702560999942,1.3188329600306699,0.22343248114166966,-0.1331598212932418,-0.007653474869047606,0.0032041617104729592,0.00054283887546566982,-0.00032351754444422207
0.019199227447708616,-3.1135239096938609,1.331012841798151,0.19019365306959157,-0.14131070710790164,-0.0075644409856507801,0.0032337532599566354,0.00046208370522252574,-0.00034332047402308466
0.019201602707815967,-3.0764238284962739,1.3428972762787204,0.15690667527171087,-0.14945931902596796,-0.007474304733955963,0.0032626270074798845,0.00038121155313826746,-0.00036311787907183663
0.019203977967923318,-3.0388811956064656,1.3544872450869514,0.12357834619063468,-0.1576039139998956,-0.0073830932837863602,0.0032907853379177637,0.00030023893632321355,-0.00038290552478108752
0.01920635322803067,-3.0009072536705563,1.3657837792486307,0.090215477868353031,-0.16574274596454841,-0.0072908339496369204,0.0033182307561920089,0.00021918240492797142,-0.0004026791690100788
